"Field1","Field2","Field3","Field4","Field5","Field6","Field7","Field8","Field9","Field10","Field11","Field12","Field13","Field14","Field15","Field16","Field17","Field18","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27","Field28","Field29","Field30","Field31","Field32","Field33","Field34","Field35","Field36","Field37","Field38","Field39","Field40","Field41","Field42","Field43","Field44","Field45","Field46","Field47","Field48","Field49","Field50","Field51","Field52","Field53","Field54"
"2008","新北市","217631","...","...","10062","...","58497","...","...","...","3042","...","920","0","55264","85426","4390","30","196289","...","...","10246","...","42609","...","...","...","2491","...","1820","0","53544","85417","63","99","130226","130226","32255","16925","15330","8.4499999999999993","17882","11199","6683","4.6900000000000004","3.77","91.16","85.57","5.59","28951","7.59","10449","2.74"
"2008","板橋區","26606","...","...","1142","...","5993","...","...","...","442","...","125","0","7176","11215","506","7","25610","...","...","1246","...","4480","...","...","...","327","...","175","0","7029","12342","2","9","21340","21340","4617","2405","2212","8.41","2471","1598","873","4.5","3.91","87.3","85.49","1.81","4278","7.79","1441","2.62"
"2008","三重區","17731","...","...","655","...","5995","...","...","...","243","...","59","0","4492","5891","394","2","17775","...","...","587","...","4772","...","...","...","208","...","129","0","4702","7356","6","15","14369","14369","3065","1627","1438","7.98","1920","1181","739","5","2.98","83.56","83.67","-0.11","2889","7.52","1062","2.76"
"2008","中和區","25550","...","...","1745","...","5774","...","...","...","360","...","172","0","5068","11748","679","4","24939","...","...","1770","...","4339","...","...","...","303","...","497","0","5145","12854","16","15","12042","12042","3204","1626","1578","7.79","1938","1195","743","4.71","3.08","91.44","89.95","1.49","3305","8.0399999999999991","1086","2.64"
"2008","永和區","15126","...","...","1437","...","4039","...","...","...","240","...","92","0","2649","6431","238","0","15571","...","...","1415","...","3401","...","...","...","201","...","209","0","2576","7761","5","3","6318","6318","1736","889","847","7.34","1106","689","417","4.68","2.66","90.67","92.55","-1.88","1697","7.18","574","2.4300000000000002"
"2008","新莊區","16877","...","...","554","...","2897","...","...","...","271","...","71","0","5613","7025","443","3","17287","...","...","646","...","2408","...","...","...","269","...","118","0","6118","7721","2","5","16642","16642","3828","2028","1800","9.6300000000000008","1438","877","561","3.62","6.02","84.36","85.39","-1.03","3029","7.62","1122","2.82"
"2008","新店區","18048","...","...","1693","...","7673","...","...","...","306","...","99","0","3450","4442","382","3","16555","...","...","1601","...","6284","...","...","...","252","...","166","0","3308","4929","14","1","10404","10404","2150","1127","1023","7.37","1540","955","585","5.28","2.09","97.56","92.44","5.12","2237","7.67","790","2.71"
"2008","樹林區","11221","...","...","257","...","1371","...","...","...","83","...","27","0","2969","6302","209","3","8028","...","...","263","...","675","...","...","...","85","...","47","0","2684","4263","2","9","5717","5717","1483","797","686","8.9","710","451","259","4.26","4.6399999999999997","101.6","82.45","19.149999999999999","1280","7.68","496","2.98"
"2008","鶯歌區","4161","...","...","103","...","363","...","...","...","48","...","14","0","2060","1452","121","0","3929","...","...","101","...","235","...","...","...","42","...","48","0","2416","1087","0","0","2798","2798","808","404","404","9.4","438","268","170","5.0999999999999996","4.3","80.959999999999994","78.260000000000005","2.7","612","7.12","244","2.84"
"2008","三峽區","6665","...","...","136","...","1135","...","...","...","82","...","21","0","1695","3491","104","1","4141","...","...","123","...","422","...","...","...","54","...","20","0","1410","2109","1","2","3647","3647","930","495","435","9.64","511","339","172","5.3","4.34","106.87","80.709999999999994","26.16","720","7.46","285","2.95"
"2008","淡水區","9200","...","...","531","...","4299","...","...","...","151","...","23","0","1870","2166","158","2","6347","...","...","444","...","2674","...","...","...","72","...","52","0","1362","1739","1","3","4870","4870","1048","532","516","7.84","647","386","261","4.84","3","105.21","83.88","21.33","1020","7.63","375","2.8"
"2008","汐止區","13171","...","...","516","...","7396","...","...","...","150","...","39","0","3150","1736","183","1","11378","...","...","502","...","5686","...","...","...","175","...","53","0","3000","1956","4","2","6946","6946","1430","776","654","7.85","775","468","307","4.25","3.59","110.4","100.56","9.84","1466","8.0500000000000007","532","2.92"
"2008","瑞芳區","1880","...","...","33","...","208","...","...","...","16","...","5","0","1168","406","44","0","2208","...","...","37","...","211","...","...","...","22","...","7","0","1387","544","0","0","567","567","304","163","141","7.02","414","253","161","9.56","-2.54","56.5","64.08","-7.57","234","5.4","105","2.42"
"2008","土城區","12047","...","...","433","...","1783","...","...","...","180","...","79","0","3149","6167","255","1","12252","...","...","507","...","1352","...","...","...","160","...","167","0","3332","6729","2","3","8440","8440","1965","1050","915","8.26","973","608","365","4.09","4.17","86.14","87","-0.86","1709","7.19","717","3.01"
"2008","蘆洲區","10605","...","...","221","...","3020","...","...","...","108","...","25","0","2404","4663","164","0","9043","...","...","255","...","1842","...","...","...","84","...","52","0","2452","4352","0","6","7594","7594","1759","926","833","9.1","701","444","257","3.63","5.47","94.11","86.03","8.08","1474","7.62","552","2.85"
"2008","五股區","4310","...","...","115","...","745","...","...","...","41","...","13","0","1048","2249","99","0","4222","...","...","157","...","634","...","...","...","38","...","26","0","1071","2292","1","3","1436","1436","704","372","332","9.08","367","248","119","4.7300000000000004","4.3499999999999996","74.099999999999994","72.97","1.1299999999999999","566","7.3","250","3.22"
"2008","泰山區","4782","...","...","94","...","677","...","...","...","55","...","12","0","1270","2603","71","0","3921","...","...","91","...","448","...","...","...","36","...","16","0","1165","2160","1","4","1869","1869","835","467","368","11.11","288","191","97","3.83","7.28","88.53","77.069999999999993","11.46","671","8.93","202","2.69"
"2008","林口區","8867","...","...","168","...","2318","...","...","...","135","...","18","0","3250","2890","88","0","3598","...","...","157","...","642","...","...","...","65","...","5","0","1978","750","0","1","3115","3115","837","445","392","11.95","269","174","95","3.84","8.11","171.06","95.84","75.22","639","9.1199999999999992","176","2.5099999999999998"
"2008","深坑區","1838","...","...","67","...","881","...","...","...","27","...","4","0","322","509","28","0","1377","...","...","142","...","535","...","...","...","17","...","11","0","271","401","0","0","376","376","194","92","102","8.6","127","90","37","5.63","2.97","98.12","77.69","20.43","158","7","57","2.5299999999999998"
"2008","石碇區","486","...","...","2","...","132","...","...","...","1","...","0","0","71","267","13","0","457","...","...","10","...","115","...","...","...","0","...","2","0","58","272","0","0","30","30","55","31","24","7.01","83","57","26","10.58","-3.57","65.760000000000005","62.07","3.7","43","5.48","16","2.04"
"2008","坪林區","299","...","...","3","...","87","...","...","...","1","...","1","0","43","158","6","0","340","...","...","9","...","79","...","...","...","1","...","1","0","59","174","0","17","22","22","34","18","16","5.17","59","35","24","8.9700000000000006","-3.8","48.83","55.07","-6.24","31","4.72","13","1.98"
"2008","三芝區","1168","...","...","35","...","273","...","...","...","11","...","5","0","158","656","27","3","1281","...","...","33","...","245","...","...","...","13","...","4","0","193","790","3","0","255","255","150","68","82","6.37","171","113","58","7.26","-0.89","60.43","65.23","-4.8","138","5.86","54","2.29"
"2008","石門區","717","...","...","3","...","99","...","...","...","10","...","0","0","98","491","16","0","573","...","...","7","...","75","...","...","...","0","...","0","0","79","411","1","0","69","69","103","60","43","8.6300000000000008","81","55","26","6.78","1.84","65.83","53.77","12.06","64","5.36","16","1.34"
"2008","八里區","2220","...","...","49","...","820","...","...","...","30","...","9","0","468","800","44","0","1896","...","...","69","...","643","...","...","...","32","...","8","0","362","780","2","0","645","645","323","165","158","9.7899999999999991","154","95","59","4.67","5.12","86.86","77.040000000000006","9.82","244","7.4","99","3"
"2008","平溪區","199","...","...","1","...","36","...","...","...","4","...","0","0","27","118","13","0","267","...","...","1","...","39","...","...","...","2","...","0","0","51","174","0","0","34","34","27","14","13","4.84","66","45","21","11.84","-7","41.8","54.01","-12.2","20","3.59","6","1.08"
"2008","雙溪區","447","...","...","3","...","50","...","...","...","7","...","1","0","163","210","13","0","502","...","...","3","...","48","...","...","...","5","...","1","0","166","279","0","0","57","57","81","47","34","8.17","112","67","45","11.29","-3.13","50.81","56.35","-5.54","59","5.95","14","1.41"
"2008","貢寮區","683","...","...","8","...","79","...","...","...","8","...","0","0","264","303","21","0","725","...","...","9","...","88","...","...","...","6","...","0","0","275","347","0","0","55","55","128","71","57","9.14","148","88","60","10.57","-1.43","52.71","55.71","-3","68","4.8600000000000003","36","2.57"
"2008","金山區","870","...","...","15","...","137","...","...","...","17","...","0","0","368","304","29","0","808","...","...","27","...","102","...","...","...","5","...","0","0","288","385","0","1","391","391","176","89","87","7.91","147","88","59","6.6","1.3","56.65","53.86","2.79","121","5.44","51","2.29"
"2008","萬里區","1383","...","...","30","...","155","...","...","...","10","...","4","0","702","445","37","0","970","...","...","26","...","96","...","...","...","15","...","6","0","536","291","0","0","134","134","231","116","115","11.07","194","119","75","9.3000000000000007","1.77","72.72","52.92","19.8","142","6.81","63","3.02"
"2008","烏來區","474","...","...","13","...","62","...","...","...","5","...","2","0","99","288","5","0","289","...","...","8","...","39","...","...","...","2","...","0","0","71","169","0","0","44","44","50","25","25","9.09","34","22","12","6.18","2.91","94.14","60.52","33.619999999999997","37","6.72","15","2.73"
"2009","新北市","223035","...","...","10358","...","60989","...","...","...","2886","...","717","0","53381","85779","8895","30","197246","...","...","12279","...","41148","...","...","...","2206","...","3901","0","51685","85777","163","87","132305","132305","32093","16759","15334","8.33","17959","11257","6702","4.66","3.67","92.21","85.52","6.69","22000","5.71","10638","2.76"
"2009","板橋區","25835","...","...","1140","...","5889","...","...","...","367","...","102","-","6559","10540","1237","1","25738","...","...","1519","...","4246","...","...","...","277","...","381","0","6937","12355","13","10","20289","20289","4463","2408","2055","8.09","2443","1562","881","4.43","3.66","83.58","83.41","0.18","3230","5.85","1481","2.68"
"2009","三重區","19842","...","...","623","...","6949","...","...","...","248","...","45","-","4625","6425","925","2","17558","...","...","737","...","4659","...","...","...","193","...","257","0","4447","7233","23","9","14498","14498","3213","1660","1553","8.31","1915","1217","698","4.95","3.36","88.85","82.94","5.91","2256","5.84","1127","2.92"
"2009","中和區","25983","...","...","1753","...","5621","...","...","...","377","...","143","-","5064","11947","1073","5","24757","...","...","2014","...","3957","...","...","...","289","...","979","0","4748","12745","11","14","12680","12680","3181","1661","1520","7.7","1932","1215","717","4.67","3.02","93.55","90.58","2.97","2632","6.37","1130","2.73"
"2009","永和區","15649","...","...","1467","...","4051","...","...","...","230","...","80","-","2753","6584","484","-","16232","...","...","1724","...","3367","...","...","...","201","...","411","0","2493","7956","68","12","6233","6233","1933","1006","927","8.17","1136","682","454","4.8","3.37","92.44","94.91","-2.46","1324","5.59","529","2.23"
"2009","新莊區","17244","...","...","543","...","2873","...","...","...","256","...","35","-","5579","7119","833","6","16912","...","...","772","...","2126","...","...","...","202","...","283","0","5863","7647","9","10","17311","17311","3701","1890","1811","9.26","1502","953","549","3.76","5.5","86.48","85.65","0.83","2215","5.54","1139","2.85"
"2009","新店區","17926","...","...","1749","...","7713","...","...","...","226","...","87","-","3053","4382","710","6","16813","...","...","1925","...","6323","...","...","...","203","...","378","0","3150","4811","21","2","10168","10168","2260","1178","1082","7.7","1464","901","563","4.99","2.71","95.67","91.88","3.79","1687","5.74","774","2.64"
"2009","樹林區","11451","...","...","272","...","1496","...","...","...","116","...","17","-","2876","6281","393","-","8593","...","...","358","...","664","...","...","...","82","...","127","0","2831","4527","-","4","5623","5623","1489","768","721","8.73","736","481","255","4.32","4.42","100.14","83.38","16.760000000000002","982","5.76","487","2.86"
"2009","鶯歌區","3884","...","...","98","...","330","...","...","...","38","...","17","-","1995","1202","203","1","3857","...","...","115","...","193","...","...","...","50","...","138","0","2289","1070","1","1","2608","2608","742","387","355","8.59","438","283","155","5.07","3.52","75.12","74.81","0.31","447","5.17","253","2.93"
"2009","三峽區","6568","...","...","175","...","1079","...","...","...","90","...","11","-","1544","3390","279","-","4225","...","...","161","...","403","...","...","...","38","...","66","0","1453","2103","-","1","3631","3631","852","449","403","8.58","525","339","186","5.29","3.29","102.71","79.11","23.59","503","5.07","297","2.99"
"2009","淡水區","10753","...","...","534","...","5351","...","...","...","157","...","18","-","1907","2504","282","-","6394","...","...","507","...","2651","...","...","...","95","...","69","0","1333","1733","4","2","5966","5966","1094","562","532","7.94","652","403","249","4.7300000000000004","3.21","121.37","89.72","31.64","827","6","299","2.17"
"2009","汐止區","13962","...","...","568","...","7944","...","...","...","170","...","36","-","3159","1654","429","2","10990","...","...","658","...","5277","...","...","...","133","...","93","0","2977","1847","2","3","5982","5982","1442","747","695","7.79","876","545","331","4.7300000000000004","3.06","107.68","91.64","16.05","1164","6.28","598","3.23"
"2009","瑞芳區","1767","...","...","35","...","184","...","...","...","14","...","5","-","1070","332","127","-","2015","...","...","48","...","226","...","...","...","11","...","9","0","1262","459","-","-","545","545","252","156","96","5.87","379","224","155","8.83","-2.96","53.89","59.67","-5.78","200","4.66","125","2.91"
"2009","土城區","12133","...","...","403","...","1799","...","...","...","148","...","60","-","3076","6055","589","3","12364","...","...","519","...","1322","...","...","...","136","...","398","0","3317","6663","1","8","8709","8709","1821","936","885","7.63","923","599","324","3.87","3.76","87.36","88.33","-0.97","1266","5.31","728","3.05"
"2009","蘆洲區","10559","...","...","250","...","2876","...","...","...","108","...","19","-","2291","4654","361","-","9253","...","...","336","...","1808","...","...","...","91","...","120","0","2188","4704","-","6","7848","7848","1762","949","813","9","711","438","273","3.63","5.37","93.98","87.31","6.67","1077","5.5","541","2.76"
"2009","五股區","5251","...","...","129","...","838","...","...","...","45","...","7","-","997","3044","191","-","4157","...","...","163","...","651","...","...","...","41","...","53","0","970","2278","1","-","2618","2618","653","347","306","8.32","352","220","132","4.49","3.84","100.3","86.36","13.94","400","5.0999999999999996","250","3.19"
"2009","泰山區","4436","...","...","117","...","584","...","...","...","51","...","6","-","1102","2407","165","4","4269","...","...","142","...","481","...","...","...","32","...","43","0","1145","2422","2","2","1969","1969","756","396","360","9.93","262","162","100","3.44","6.49","84.1","81.91","2.19","445","5.84","227","2.98"
"2009","林口區","8979","...","...","229","...","2495","...","...","...","144","...","10","-","3196","2735","170","-","4142","...","...","219","...","738","...","...","...","47","...","40","0","1980","1117","1","-","3374","3374","957","476","481","12.64","296","186","110","3.91","8.73","163.16","99.27","63.89","499","6.59","200","2.64"
"2009","深坑區","1629","...","...","56","...","818","...","...","...","34","...","1","-","268","399","53","-","1422","...","...","122","...","560","...","...","...","9","...","16","0","289","425","1","-","424","424","164","76","88","7.14","92","46","46","4.01","3.13","89.38","80.37","9.01","116","5.05","51","2.2200000000000002"
"2009","石碇區","561","...","...","6","...","153","...","...","...","3","...","-","-","77","307","15","-","402","...","...","12","...","102","...","...","...","1","...","2","0","43","242","-","-","12","12","44","23","21","5.56","77","46","31","9.73","-4.17","72.44","52.34","20.100000000000001","29","3.67","14","1.77"
"2009","坪林區","363","...","...","2","...","93","...","...","...","2","...","-","-","45","207","14","-","326","...","...","3","...","76","...","...","...","3","...","2","0","47","195","-","-","10","10","32","16","16","4.8899999999999997","61","38","23","9.32","-4.43","56.99","51.34","5.65","29","4.43","9","1.38"
"2009","三芝區","1121","...","...","57","...","279","...","...","...","9","...","2","-","174","569","31","-","1232","...","...","45","...","213","...","...","...","12","...","3","0","178","778","3","-","254","254","154","89","65","6.57","153","96","57","6.53","0.04","58.7","63.44","-4.74","100","4.2699999999999996","57","2.4300000000000002"
"2009","石門區","845","...","...","5","...","103","...","...","...","2","...","-","-","127","585","23","-","501","...","...","11","...","59","...","...","...","2","...","2","0","72","355","-","-","57","57","112","52","60","9.18","99","68","31","8.11","1.07","73.930000000000007","45.73","28.19","47","3.85","21","1.72"
"2009","八里區","2446","...","...","73","...","955","...","...","...","18","...","7","-","409","903","81","-","1847","...","...","82","...","605","...","...","...","18","...","14","0","373","755","-","-","771","771","323","178","145","9.61","195","112","83","5.8","3.81","95.76","77.930000000000007","17.829999999999998","183","5.45","98","2.92"
"2009","平溪區","268","...","...","4","...","35","...","...","...","-","...","-","-","71","145","13","-","285","...","...","6","...","38","...","...","...","3","...","2","0","65","171","-","-","50","50","31","14","17","5.65","87","47","40","15.87","-10.210000000000001","57.99","61.09","-3.1","20","3.65","4","0.73"
"2009","雙溪區","456","...","...","10","...","69","...","...","...","-","...","3","-","116","237","21","-","427","...","...","11","...","44","...","...","...","1","...","4","0","148","216","1","2","55","55","63","32","31","6.39","137","78","59","13.9","-7.51","51.85","48.91","2.94","31","3.15","15","1.52"
"2009","貢寮區","563","...","...","5","...","63","...","...","...","7","...","-","-","188","260","40","-","626","...","...","4","...","80","...","...","...","8","...","4","0","241","289","-","-","95","95","114","59","55","8.19","145","79","66","10.41","-2.23","47.26","51.78","-4.5199999999999996","58","4.17","46","3.3"
"2009","金山區","832","...","...","16","...","145","...","...","...","7","...","2","-","282","321","59","-","770","...","...","25","...","124","...","...","...","9","...","5","0","290","317","-","-","387","387","179","95","84","8.01","139","90","49","6.22","1.79","54.52","51.75","2.77","104","4.6500000000000004","68","3.04"
"2009","萬里區","1364","...","...","29","...","162","...","...","...","16","...","2","-","700","373","82","-","886","...","...","30","...","120","...","...","...","17","...","2","0","498","218","-","1","111","111","239","120","119","11.2","198","127","71","9.2799999999999994","1.92","69.099999999999994","46.71","22.39","98","4.59","60","2.81"
"2009","烏來區","365","...","...","10","...","42","...","...","...","3","...","2","-","78","218","12","-","253","...","...","11","...","35","...","...","...","2","...","-","0","58","146","1","-","27","27","67","29","38","11.81","34","20","14","5.99","5.81","69.069999999999993","49.33","19.73","31","5.46","10","1.76"
"2010","新北市","226660","...","...","9673","...","55858","...","...","...","3117","...","1004","1","64491","86320","6184","12","212159","...","...","11237","...","52089","...","...","...","2297","...","1961","0","58120","86318","82","55","132690","132690","27617","14404","13213","7.11","18404","11540","6864","4.74","2.37","92.48","88.75","3.73","26330","6.78","10934","2.81"
"2010","板橋區","26915","...","...","1059","...","5219","...","...","...","412","...","116","-","8422","10896","790","1","26668","...","...","1312","...","5326","...","...","...","333","...","210","0","7410","12060","10","7","20172","20172","3973","2074","1899","7.17","2508","1581","927","4.53","2.65","85.03","84.59","0.45","3722","6.72","1440","2.6"
"2010","三重區","19704","...","...","638","...","6375","...","...","...","284","...","63","-","5231","6510","602","1","18867","...","...","676","...","6026","...","...","...","228","...","116","0","4645","7167","6","3","15215","15215","2738","1396","1342","7.04","1911","1169","742","4.91","2.13","89.73","87.58","2.15","2628","6.75","1147","2.95"
"2010","中和區","24703","...","...","1601","...","4675","...","...","...","365","...","211","-","5722","11363","766","-","25678","...","...","1956","...","5516","...","...","...","283","...","488","0","5181","12230","8","16","11644","11644","2765","1442","1323","6.67","1969","1235","734","4.75","1.92","87.7","90.05","-2.35","3013","7.27","1158","2.79"
"2010","永和區","14052","...","...","1245","...","3152","...","...","...","203","...","110","-","2839","6131","369","3","16907","...","...","1382","...","4021","...","...","...","178","...","219","0","2772","8320","12","3","5944","5944","1720","866","854","7.3","1141","684","457","4.84","2.46","84.85","96.96","-12.11","1520","6.45","566","2.4"
"2010","新莊區","18262","...","...","585","...","2686","...","...","...","237","...","73","-","6724","7326","630","1","18541","...","...","750","...","3063","...","...","...","236","...","159","0","6734","7589","6","4","17814","17814","3126","1637","1489","7.79","1491","946","545","3.71","4.07","89.85","90.54","-0.69","2743","6.83","1130","2.81"
"2010","新店區","18430","...","...","1615","...","7567","...","...","...","250","...","77","-","3728","4634","556","3","17014","...","...","1745","...","6895","...","...","...","180","...","140","0","3343","4700","9","2","10164","10164","1981","1038","943","6.7","1588","1016","572","5.37","1.33","96.76","91.97","4.79","2082","7.05","865","2.93"
"2010","樹林區","12616","...","...","255","...","1644","...","...","...","136","...","34","-","3716","6545","286","-","9356","...","...","332","...","966","...","...","...","83","...","57","0","3269","4643","4","2","5500","5500","1280","670","610","7.35","763","462","301","4.38","2.97","104","85.29","18.72","1217","6.99","506","2.9"
"2010","鶯歌區","5552","...","...","109","...","372","...","...","...","34","...","26","-","3359","1529","123","-","5449","...","...","132","...","329","...","...","...","29","...","71","0","3844","1042","1","1","2584","2584","585","311","274","6.75","456","283","173","5.26","1.49","93.84","92.65","1.19","538","6.2","270","3.11"
"2010","三峽區","7805","...","...","184","...","1241","...","...","...","94","...","22","-","2323","3768","173","-","5150","...","...","157","...","664","...","...","...","61","...","38","0","1855","2372","2","1","3770","3770","751","409","342","7.36","593","391","202","5.81","1.55","113.43","87.41","26.02","632","6.19","310","3.04"
"2010","淡水區","10495","...","...","549","...","4594","...","...","...","164","...","35","-","2253","2676","222","2","7458","...","...","566","...","3352","...","...","...","95","...","35","0","1412","1990","1","7","6109","6109","957","494","463","6.75","669","423","246","4.72","2.0299999999999998","117.08","95.66","21.41","995","7.02","356","2.5099999999999998"
"2010","汐止區","14538","...","...","537","...","7781","...","...","...","228","...","39","-","3833","1824","296","-","12169","...","...","568","...","6474","...","...","...","121","...","43","0","3052","1906","2","3","6778","6778","1177","608","569","6.25","907","549","358","4.82","1.43","113.2","100.62","12.58","1455","7.73","603","3.2"
"2010","瑞芳區","1867","...","...","37","...","204","...","...","...","15","...","4","-","1174","353","80","-","2001","...","...","47","...","273","...","...","...","22","...","10","0","1177","472","-","-","569","569","216","108","108","5.07","363","222","141","8.5299999999999994","-3.45","57.22","60.37","-3.15","227","5.33","116","2.72"
"2010","土城區","12009","...","...","371","...","1642","...","...","...","177","...","81","1","3563","5825","349","-","12964","...","...","513","...","1807","...","...","...","134","...","168","0","3734","6604","4","-","8456","8456","1490","790","700","6.24","955","627","328","4","2.2400000000000002","85.74","89.74","-4","1626","6.81","742","3.11"
"2010","蘆洲區","10407","...","...","225","...","2511","...","...","...","130","...","38","-","2749","4505","248","1","10434","...","...","296","...","2490","...","...","...","104","...","80","0","2513","4944","4","3","7476","7476","1490","786","704","7.55","713","451","262","3.61","3.94","90.58","90.72","-0.14000000000000001","1264","6.4","567","2.87"
"2010","五股區","5249","...","...","133","...","816","...","...","...","51","...","22","-","1254","2828","145","-","4590","...","...","136","...","791","...","...","...","31","...","20","0","1164","2446","1","1","2111","2111","563","288","275","7.08","413","262","151","5.19","1.89","92.52","84.23","8.2799999999999994","471","5.92","237","2.98"
"2010","泰山區","4188","...","...","93","...","497","...","...","...","72","...","10","-","1149","2251","116","-","4593","...","...","102","...","643","...","...","...","49","...","23","0","1298","2476","1","1","2085","2085","672","351","321","8.7899999999999991","288","179","109","3.77","5.0199999999999996","82.02","87.32","-5.3","530","6.93","214","2.8"
"2010","林口區","9156","...","...","222","...","2244","...","...","...","143","...","17","-","3676","2710","144","-","5011","...","...","208","...","1054","...","...","...","62","...","43","0","2465","1170","9","-","3554","3554","894","481","413","11.06","336","220","116","4.16","6.9","157.28","105.98","51.29","671","8.3000000000000007","251","3.11"
"2010","深坑區","1661","...","...","58","...","809","...","...","...","28","...","3","-","316","408","39","-","1563","...","...","146","...","659","...","...","...","9","...","10","0","270","469","-","-","457","457","122","65","57","5.26","87","51","36","3.75","1.51","91.39","87.16","4.2300000000000004","136","5.87","65","2.8"
"2010","石碇區","460","...","...","3","...","107","...","...","...","2","...","3","-","76","253","16","-","416","...","...","5","...","118","...","...","...","1","...","1","0","52","239","-","-","68","68","40","19","21","5.0199999999999996","84","51","33","10.54","-5.52","66.22","60.7","5.52","37","4.6399999999999997","24","3.01"
"2010","坪林區","301","...","...","3","...","53","...","...","...","-","...","2","-","52","185","6","-","291","...","...","6","...","82","...","...","...","3","...","3","0","47","150","-","-","14","14","34","17","17","5.2","56","36","20","8.56","-3.36","48.14","46.61","1.53","31","4.74","10","1.53"
"2010","三芝區","1099","...","...","26","...","222","...","...","...","14","...","2","-","171","625","39","-","1187","...","...","52","...","239","...","...","...","12","...","5","0","136","743","-","-","338","338","137","77","60","5.88","155","103","52","6.65","-0.77","61.63","65.41","-3.77","120","5.15","45","1.93"
"2010","石門區","874","...","...","6","...","101","...","...","...","5","...","1","-","114","633","14","-","554","...","...","7","...","89","...","...","...","5","...","0","0","69","384","-","-","60","60","72","40","32","5.74","72","46","26","5.74","0","74.48","48.96","25.52","57","4.55","19","1.52"
"2010","八里區","2598","...","...","65","...","854","...","...","...","34","...","3","-","524","1062","56","-","1894","...","...","70","...","689","...","...","...","12","...","9","0","374","738","2","-","934","934","304","152","152","8.84","175","119","56","5.09","3.75","102.75","82.27","20.48","234","6.81","104","3.03"
"2010","平溪區","272","...","...","1","...","45","...","...","...","1","...","3","-","67","144","11","-","324","...","...","2","...","48","...","...","...","-","...","1","0","87","186","-","-","36","36","18","9","9","3.34","69","39","30","12.79","-9.4499999999999993","57.08","66.72","-9.64","17","3.15","11","2.04"
"2010","雙溪區","432","...","...","4","...","49","...","...","...","6","...","0","-","142","212","19","-","448","...","...","2","...","56","...","...","...","2","...","-","0","141","247","-","-","69","69","36","18","18","3.68","123","65","58","12.58","-8.9","51.22","52.86","-1.64","39","3.99","9","0.92"
"2010","貢寮區","486","...","...","5","...","56","...","...","...","14","...","2","-","190","190","29","-","538","...","...","8","...","55","...","...","...","8","...","2","0","223","241","-","1","82","82","95","47","48","6.87","143","92","51","10.34","-3.47","41.08","44.84","-3.76","53","3.83","17","1.23"
"2010","金山區","805","...","...","21","...","113","...","...","...","7","...","1","-","301","334","28","-","810","...","...","20","...","142","...","...","...","6","...","4","0","311","327","-","-","382","382","119","62","57","5.31","142","88","54","6.34","-1.03","53.01","53.23","-0.22","114","5.09","54","2.41"
"2010","萬里區","1394","...","...","14","...","205","...","...","...","7","...","3","-","738","399","28","-","993","...","...","29","...","177","...","...","...","10","...","4","0","479","294","-","-","242","242","205","120","85","9.4","201","129","72","9.2200000000000006","0.18","75.02","56.63","18.39","120","5.5","74","3.39"
"2010","烏來區","330","...","...","9","...","24","...","...","...","4","...","3","-","85","201","4","-","291","...","...","12","...","45","...","...","...","-","...","2","0","63","169","-","-","63","63","57","29","28","9.86","33","21","12","5.71","4.1500000000000004","68","61.25","6.75","38","6.57","24","4.1500000000000004"
"2011","新北市","203459","...","...","9643","0","50384","...","5090","3288","4836","43215","886","2","0","80664","5431","20","198924","...","...","10791","0","54718","...","4589","2664","3641","38897","2805","0","0","80660","111","48","123064","123064","34323","17836","16487","8.7899999999999991","19774","12245","7529","5.0599999999999996","3.72","83.58","82.42","1.1599999999999999","31275","8.01","10879","2.78"
"2011","板橋區","24149","...","...","1041","0","5054","...","747","472","637","5378","111","0","0","10073","633","3","25617","...","...","1262","0","5977","...","667","415","471","4851","289","0","0","11652","25","8","18505","18505","4934","2606","2328","8.89","2727","1689","1038","4.91","3.98","76.86","79.5","-2.65","4641","8.36","1420","2.56"
"2011","三重區","17424","...","...","587","0","5435","...","460","345","429","3654","48","0","0","5930","535","1","18159","...","...","699","0","6556","...","409","266","321","3139","183","0","0","6571","6","9","13932","13932","3294","1723","1571","8.44","2106","1303","803","5.4","3.04","80.36","82.24","-1.88","3173","8.1300000000000008","1124","2.88"
"2011","中和區","22875","...","...","1583","0","4646","...","602","342","517","3714","188","0","0","10564","716","3","23812","...","...","1734","0","5564","...","554","304","427","3522","671","0","0","11024","4","8","10879","10879","3682","1941","1741","8.8800000000000008","2162","1328","834","5.21","3.67","81.400000000000006","83.66","-2.2599999999999998","3617","8.7200000000000006","1186","2.86"
"2011","永和區","12942","...","...","1218","0","3147","...","317","166","331","1815","90","0","0","5496","354","8","15578","...","...","1544","0","4161","...","279","146","260","1731","316","0","0","7131","9","1","5364","5364","1738","890","848","7.44","1252","735","517","5.36","2.08","78.41","89.7","-11.29","1742","7.46","577","2.4700000000000002"
"2011","新莊區","16611","...","...","575","0","2493","...","451","327","470","4676","68","1","0","7030","520","0","16992","...","...","617","0","3284","...","442","272","327","4522","235","0","0","7283","5","5","15946","15946","3852","1947","1905","9.5500000000000007","1586","999","587","3.93","5.62","80.760000000000005","81.7","-0.95","3301","8.19","1119","2.78"
